review_text,label,source,paper_id,standardized_structure,predictable_criticism,excessive_balance,linguistic_homogeneity,generic_domain_language,conceptual_feedback,absence_personal_signals,repetition_patterns
"I read this paper with interest because task-agnostic distillation for pretrained transformers is genuinely useful, and in my experience it is also where a lot of papers become hand-wavy very quickly. This one is better than that, but I still have some reservations.

The core idea — initialize from the teacher and then iteratively prune neurons while distilling — is intuitive and, honestly, kind of obvious in retrospect. I don’t mean that as a dismissal; sometimes the good ideas are exactly like that. What matters is whether the paper really shows that the “homotopic” path is the reason it works, rather than just a reasonably careful pruning + continued pretraining recipe. After reading Sections 3 and 4 twice, I’m still not fully convinced the mechanism is isolated. Eq. (6) and the surrounding discussion on the discrepancy objective are plausible, but the paper leans a bit too hard on the narrative that smaller teacher-student prediction gaps “ensure” effective transfer. Ensure is too strong. I think “may facilitate” would be more accurate.

I liked Figure 2, which makes the procedure easy to follow, and Table 2 is probably the most important result in the paper. The gains over standard task-agnostic distillation baselines seem real. That said, I found the comparisons slightly selective. On page 6, the baselines are mostly classic KD variants; I would have liked stronger recent compression baselines, especially methods that also exploit structured pruning or progressive shrinking. Maybe I missed one, but the empirical positioning felt a little narrow.

A more concrete issue: the iterative pruning schedule is under-motivated. The choice of pruning ratio per stage, and how sensitive results are to the number of stages, seems central to the whole method. Table 4 helps, but not enough. If the method only works with a carefully tuned schedule, that matters a lot in practice. I also wasn’t entirely sure from page 5 whether the student’s architecture after pruning is hardware-friendly in the sense people usually mean; pruning width is better than unstructured sparsity, yes, but deployment claims should be backed by actual latency numbers, not just parameter/FLOP counts.

Still, I think the paper has merit. The writing is mostly clear, and the empirical improvements look meaningful. My overall feeling is positive but not enthusiastic: this is a solid idea with decent execution, though the novelty is somewhat incremental and the causal story is oversold. I would lean weak accept if the conference values practical model compression work; otherwise borderline.",1,adversarial_gpt,D7srTrGhAs,0.05,0.2,0.35,0.3,0.15,0.3,0.05,0.1
"I came away fairly skeptical of this paper, although I do think the underlying motivation is reasonable. The authors are trying to answer a real question — why NNs lag on heterogeneous tabular data, and whether one can build something more “universal.” That said, after reading the paper twice, I still don’t think the central claim is really supported, and in places the presentation is much fuzzier than it should be for a top conference submission.

The biggest issue is conceptual. The paper repeatedly markets TabNN as a “universal neural network solution,” but the actual method seems heavily powered by GBDT-derived structure/feature interactions (see the model construction discussion around p.3–4, especially Eq. (3) and the paragraph below it). At that point I honestly started wondering whether this is really a neural model with some tree-inspired inductive bias, or a tree pipeline wrapped in NN terminology. I’m not saying hybridization is bad — actually, in my experience these cross-paradigm methods can work very well — but the paper oversells the novelty and the generality. “Universal” is a very strong word. The experiments do not justify it.

I also found the empirical section underwhelming. Table 2 and Table 3 show gains on several datasets, but the baseline selection feels dated and incomplete. Where are stronger tabular DL baselines? Depending on the paper’s date, I would at least expect careful comparison to modern tabular architectures, not just generic MLP-style models and standard GBDT variants. Figure 2 is supposed to illustrate robustness, I think, but the variance/error bars are either missing or too hard to interpret. For tabular benchmarks, tiny differences often disappear with different splits or hyperparameter budgets. That matters a lot here.

Another problem is clarity. I found the description around Fig. 1 and the complexity argument on p.5 somewhat hand-wavy. The paper says it “reduces model complexity,” but I’m not entirely sure compared to what, exactly. Parameter count? Search space? Sample complexity? Computational cost? These are not interchangeable. The training procedure is also not described with enough precision for reproduction. I might be wrong, but several implementation choices seem buried or omitted.

There is something potentially useful here: using GBDT to induce feature combinations for a downstream NN is sensible, and probably practical. But as written, this feels more like an engineering recipe than a clean methodological advance. My overall take is borderline-to-negative. I would need a much more careful ablation study, stronger baselines, and a less inflated framing to be convinced.",1,adversarial_gpt,r1eJssCqY7,0.05,0.25,0.15,0.3,0.2,0.35,0.05,0.1
"I found the core idea interesting, but I’m not convinced the paper really nails either the conceptual contribution or the empirical case. The main claim — that decision-boundary exploration for attribution is “consistent with” transferable adversarial attacks — is intriguing, and honestly that connection is not crazy. In fact, when I first read the abstract I thought this might be a neat bridge between two fairly separate literatures. But after reading the method section twice, I still think the paper overstates what is actually shown.

The presentation is part of the problem. Around Sec. 3 (especially the discussion near Eq. (6)–(9)), the argument shifts between “exploring model parameters,” “exploring decision boundaries,” and “frequency-based perturbation of inputs” in a way that feels slippery. These are not the same thing. If the method is fundamentally an input perturbation scheme inspired by transfer attacks, then say that plainly. Calling it “model parameter exploration” seems a bit grandiose unless parameters are actually varied or sampled in a principled way. I might be missing something, but Fig. 2 did not fully clarify this for me.

On the empirical side, the paper has breadth, which I appreciate. There are many baselines and several datasets/models. Table 1 and Table 2 look strong at first glance, and the method seems competitive on insertion/deletion-style metrics and localization. But I have the usual concern: these metrics are not that reliable anymore, and the paper does not do enough to address their known failure modes. In my experience, if you want to claim better “explainability,” you need at least one more convincing sanity check. The model/randomization tests are either missing or too light (I may have overlooked them). Also, some visualizations in Fig. 4/5 look sharper, yes, but sharper is not always better. A few maps honestly look a bit edge-detector-ish.

I also wanted a clearer ablation. The frequency component seems important, but the paper doesn’t isolate whether the gains come from transfer-style perturbation, frequency manipulation, or just more aggressive smoothing/aggregation. The claim in the abstract that this is the “first time” such consistency is presented also feels risky. I would be careful there; there has been a lot of cross-pollination between adversarial sensitivity and attribution already.

Overall, I think there is a kernel of a good idea here, and the paper is not bad. But right now it feels more like a clever engineering combination than a clean scientific contribution. Weak accept at best, more likely borderline reject from me unless the rebuttal clears up the method/mechanism story substantially.",1,adversarial_gpt,FsVxd9CIlb,0.05,0.25,0.2,0.3,0.15,0.35,0.05,0.1
"I read this paper with some interest because the “decouple perception from reasoning” idea is intuitively appealing, and honestly a lot of current LVLM work still muddles these two things together. The paper’s core proposal, ProReason, is to alternate proactive visual information gathering with reasoning, and to let an external LLM handle more of the “wisdom” part. I think this is a sensible direction, and in practice probably useful.

That said, I’m less convinced this is as novel or as cleanly justified as the paper suggests. After reading Section 3 twice, I still found the exact mechanism a bit slippery. The multi-run proactive perception loop seems close in spirit to iterative prompting / self-ask style decomposition, except here the queried object is the image rather than just the text. That is a nice reframing, but I’m not sure it rises to the level of a substantially new framework. Eq. (3) and the surrounding text (page 5, around the algorithm description) are not very precise about what terminates the loop and how “necessary and sufficient visual descriptions” are operationalized. Is this learned, heuristic, or prompt-defined? This matters.

I also had some concerns about the empirical story. The reported gains on MMMU are strong, especially the up to 15% with LLM assistance, but Table 2 and Table 3 make me wonder how much of the improvement is coming from better reasoning versus simply using a much stronger external language model. In other words, is ProReason the key contribution, or is the result mainly “plug GPT-4-like reasoning into a weaker LVLM and performance goes up”? That’s not uninteresting, but it should be framed more honestly. Figure 1 is conceptually clear, though a bit marketing-ish.

I did appreciate the breadth of benchmarks, and I think the paper is strongest when it documents failure modes of passive visual description approaches. Some of the examples on page 7 were convincing. Still, I wanted more ablations on cost and latency. Multi-run perception sounds expensive, and for real systems this is not a side issue. I might have missed it, but I did not see a serious accounting of inference-time overhead.

Overall, I think the paper has a good practical idea but is somewhat overclaimed. Borderline accept for me if the venue values system-oriented improvements; otherwise weak reject on novelty/clarity grounds.",1,adversarial_gpt,AkUer8ooMi,0.05,0.2,0.3,0.35,0.15,0.3,0.05,0.1
"I found this paper interesting and, honestly, a bit frustrating in equal measure. The core idea — modeling approximate Q-learning / SARSA with ε-greedy via a differential inclusion rather than a standard ODE — is, in my view, the right conceptual move. People have been hand-waving around the discontinuity from greedy improvement for years, and the paper is trying to formalize exactly that. I appreciated the motivation in the introduction, especially the discussion around policy oscillation and convergence to bad attractors. That part felt real, not just theorem-chasing.

That said, after reading this twice, I’m still not fully convinced the paper delivers on the “demystifying” claim. The main DI formulation (around Eq. (6)–(8), if I’m tracking correctly) is plausible, but the assumptions under which the stochastic iterates shadow the inclusion are scattered and, frankly, under-explained. I had to flip back and forth between the setup on p. 4 and the technical conditions on p. 7. Maybe this is just me, but I think many readers will struggle to understand what is actually new versus what is imported from standard stochastic approximation / set-valued dynamical systems results.

The examples are helpful. Figure 2 and Figure 3 do illustrate chattering and multiple attractors in a way that matches practitioners’ folklore. But they also feel a bit too curated. I would have liked at least one experiment where the DI analysis makes a genuinely non-obvious prediction that is then verified numerically, rather than mostly post-hoc explanation. Table 1 (assuming I’m reading the numbering right) was less useful to me than the phase portraits; the paper is strongest when it visualizes the geometry.

I also think the exposition around “worst policy convergence” is somewhat overstated. Yes, the phenomenon exists, but the paper occasionally slides from “can happen” to “is structurally explained” without really quantifying how generic it is. In my experience reviewing RL theory, this kind of language tends to age badly.

Still, there is real substance here. The technical framing is novel enough for a top venue, and I do think the paper will be of interest to people who care about the old Sutton-style approximation pathologies. My main reservation is clarity and whether the theoretical statements are as sharp as the narrative suggests. I’m leaning positive, but not by a lot.",1,adversarial_gpt,Ms1Zs8s7rg,0.05,0.1,0.3,0.25,0.1,0.35,0.02,0.08
"I found the core idea reasonable and, honestly, fairly intuitive: don’t just randomize simulator parameters blindly, but maintain a set of environment configurations that induce diverse rollouts/failure modes, and train against those. In robotics RL this is a sensible direction, and I’ve seen adjacent ideas work well in practice. The paper is readable overall, but I came away a bit unconvinced that the contribution is as substantial as the authors claim.

The main mechanism around the “kernel-based summarization” is described around Eq. (3)–(5) and the algorithm box on p. 4. After reading this twice, I still think the presentation is too compressed. What exactly is being summarized—the trajectories, the environment parameter vectors, or some learned embedding of outcomes? The abstract says “configurations that lead to diverse behaviors,” which is the right intuition, but in the method section this gets slippery. Figure 2 helps a little, but not enough. I would have liked one concrete worked example with, say, 10 sampled environments and how the subset is selected.

I also worry that the empirical story is narrower than the framing. The paper repeatedly talks about sim-to-real and “real robots,” but unless I missed something, the experiments in Section 5 are fully in simulation. That’s not fatal, but then the claims should be toned down. Table 1 and Table 2 show gains in the harder settings, yes, but in the simpler cases the method mostly matches standard domain randomization, while presumably adding bookkeeping/hyperparameters/kernel choices. In my experience, these selection-based methods can be quite brittle to feature design, and I did not see enough ablation on the kernel, summary size, or refresh frequency. The appendix may have some of this, but it really belongs in the main paper.

Another issue: I’m not entirely sure the baseline setup is strong enough. On p. 6, lines around the training protocol, the comparison seems to be against uniform domain randomization. Why not compare to curriculum-style randomization or adversarial environment selection? Those are much closer conceptually. Without that, the paper risks beating a strawman.

That said, I do think there is signal here. The diverse failure mode argument is plausible, and Figure 4 is actually quite convincing qualitatively. If the authors can clarify the method and strengthen the experimental comparisons, this could become a solid paper. Right now I’m leaning borderline reject—not because the idea is bad, but because the evidence and exposition don’t quite meet top-conference bar.",1,adversarial_gpt,rJe1y3CqtX,0.05,0.25,0.3,0.35,0.2,0.25,0.05,0.1
"I found the paper interesting, but also a bit frustrating in places. The high-level idea—editing hidden representations by separating “language-agnostic” and “language-specific” subspaces—is genuinely appealing, and honestly more novel than the usual “just do more multilingual SFT” story. I especially liked the motivation in the first couple of pages. The authors are going after a real problem, and in my experience the off-target degradation / forgetting issue in multilingual adaptation is absolutely real, even if papers often underplay it.

That said, after reading Sections 3 and 4 twice, I’m still not fully convinced the method is as principled as the paper wants it to sound. Eq. (3)–(6) gives the impression of a clean geometric decomposition, but I could not tell whether this “language-agnostic vs language-specific” split is actually identifiable or just an operational definition induced by the chosen projections. Maybe I missed it, but around p.5 the text moves a little too fast from empirical observation to method. Figure 2 is intuitive, yes, but also a bit cartoonish relative to the actual claim.

The empirical results are good overall. Table 2 and Table 3 show fairly consistent gains, and I appreciate that the paper includes both an English-centric base model and multilingual ones. That makes the story more credible. The compute-efficiency angle is also useful, not just marketing. Still, I wanted more detail on variance/significance. Some of the gains are not huge, and without error bars or multiple seeds I’m not sure how robust these are. Table 4 in particular looks nice, but I don’t know if the comparisons are fully fair in terms of data volume and optimization budget.

My bigger concern is evaluation breadth. The paper repeatedly claims preservation of “central language capabilities,” but the evidence for this seems a bit narrow. If I’m reading p.7 correctly, this is mostly benchmark retention, not a broader check for instruction-following quality, safety behavior, or generation fluency. I might be wrong, but these hidden-space interventions can have odd side effects. I’ve seen this in related representation-editing work.

I also found the terminology slightly slippery. “Central language” is understandable, but it risks encoding a very English-default framing, especially since the method is supposed to be generally multilingual. Not fatal, just awkward.

Overall, I think this is a solid paper with a neat core idea, but the mechanistic claims are stronger than the evidence. I’d lean weak accept if the bar is novelty plus decent empirical support; weak reject if the venue is expecting a really airtight explanation of why the method works.",1,adversarial_gpt,8kGonpsiHb,0.05,0.15,0.35,0.25,0.15,0.45,0.03,0.1
"I found the core idea pretty intuitive and, honestly, somewhat appealing: use a running estimate of “hardness” to decide which examples deserve continued attention, instead of repeatedly spending compute on examples the model already handles well. In spirit this is not wildly new—there is a long line of work on curriculum/self-paced learning, forgetting events, online example mining, etc.—but I do think the particular emphasis on temporal stability of hardness is a reasonable angle. Figure 1 (if I’m reading it correctly) and the discussion around the early/late correlation of DIH are probably the most convincing parts of the paper.

That said, after reading this twice, I’m still not fully convinced the paper nails either the theory or the empirical story. The theoretical section around the multi-set function formulation and the approximation bound (I think this is around Eq. 6 onward) feels quite detached from what the actual algorithm is doing in practice. The assumptions needed seem strong, and I’m not entirely sure they correspond to modern DNN training dynamics in any meaningful sense. It reads a bit like “we wanted a theorem,” and the theorem is not useless, but I doubt it explains the observed gains. I would have preferred a more modest positioning there.

On the empirical side, the claim that DIH “does not require additional computation” is a little slippery. Yes, you avoid extra forward passes on skipped samples, but you are also making decisions based on stale hardness estimates because DIH is only updated for selected samples. This is actually a major algorithmic choice, and I didn’t see enough ablation on how harmful/helpful that staleness is. Table 2 and whatever ablation table covers selection ratio / warmup period should have gone deeper. In my experience, methods like this can look great with a carefully tuned keep-rate and then degrade badly elsewhere.

I also wanted more clarity on what “instantaneous hardness” exactly is in each experiment. Loss? Margin? Misclassification indicator? I think this is defined, but the presentation is a bit muddy around the method section. The paper would benefit from being more concrete earlier.

The results do seem promising, especially if the gains in efficiency and early convergence are robust across architectures. But I’m not yet sure the comparisons to baselines are fully fair—particularly if other curriculum methods were not equally tuned. Some plots looked nice, though.

Overall: interesting paper, decent empirical idea, but currently a bit overclaimed. I lean positive on novelty of the practical heuristic, weaker on theory, and medium confidence overall.",1,adversarial_gpt,H1lXVJStwB,0.05,0.2,0.25,0.3,0.15,0.35,0.04,0.1
"I found this paper interesting but also somewhat frustrating. The basic idea—doing actual statistical inference for RL quantities rather than just point estimation—is worthwhile, and honestly underexplored relative to how huge the RL literature has become. In that sense the paper is aimed at a real gap. I also appreciated that the authors try to connect asymptotic variance formulas to exploration design, instead of stopping at a purely asymptotic theory result. That said, after reading the paper twice, I’m still not convinced the whole story hangs together as cleanly as the abstract suggests.

The technical core seems to be the asymptotic normality of the Q-value estimators and the closed-form variance expression (around Eq. (4)–(7), if I’m reading the notation correctly). I think this is potentially useful, but the presentation is quite dense and occasionally slippery. For instance, on p. 4 the assumptions behind the large-sample approximation are stated in a very compressed way, and I had to infer what is fixed and what is growing. Are we in a tabular finite-state finite-action setting throughout? I think yes, but then some of the claims later, especially around constructing confidence regions for optimal value functions on p. 5, read more broadly than the theory really supports. I might be wrong, but the jump from inference on Q under a given policy to inference on the optimal value seems nontrivial because of the max operator, and I did not see enough discussion of possible nonregularity issues.

I also found the exploration proposal a bit under-motivated. The policy based on “relative discrepancies among the Q estimates” (Sec. 4, and I think Figure 2 illustrates this) is intuitively sensible, but it feels like a heuristic piggybacking on the variance analysis rather than something with a sharp optimality guarantee. That’s okay, but then the empirical section should really carry more weight. Right now Table 1/Table 2 show gains over benchmarks, but the set of baselines is not especially convincing. In particular, I was surprised not to see stronger uncertainty-aware exploration baselines. In my experience, papers in this area can look much better than they are if compared only to simplistic methods.

There is definitely something here. I like the direction, and parts of the asymptotic analysis may be publishable on their own. But the paper currently overclaims a bit, and the empirical validation does not fully back the methodological ambition. Borderline for me, leaning weak reject unless the camera-ready version substantially clarifies assumptions, tempers claims, and strengthens experiments.",1,adversarial_gpt,rygw7aNYDS,0.05,0.2,0.35,0.3,0.15,0.25,0.05,0.1
"I found the core idea pretty intuitive and, honestly, somewhat overdue: not all activations deserve the same precision, so learn to spend high precision only where it matters. In that sense the paper is easy to like. After reading it twice, I think the main contribution is less the quantization formulation itself and more the fact that the gating seems trainable end-to-end and apparently works across both CNNs and RNNs. Figure 1 communicates the intuition well. Table 1 and Table 3 are also reasonably convincing at first glance, especially the ImageNet comparison where the claimed 2.4× compute reduction versus prior prediction-based methods is nontrivial.

That said, I have a few reservations, and some are pretty important. First, the paper leans heavily on “compute reduction,” but the actual hardware story is a bit slippery. Around the method section (I think page 4, near Eq. 3–5), the gating mechanism itself introduces overhead, and I’m not convinced the accounting fully captures this in a realistic accelerator or even on commodity hardware. Is the reported cost just MAC-equivalent cost under assumed bit scaling? If so, fine, but then the claims should be toned down. In my experience, these precision-adaptive methods often look much better on paper than in deployment because of control-flow and memory overheads.

I was also left wanting more ablations. The fraction of high-precision features seems central, but the sensitivity analysis is thin. Figure 4 hints at the tradeoff, but I would have liked a more systematic sweep, maybe per layer or per stage in the CNN. Likewise, for the LSTM/PTB result, the 1.2% perplexity improvement over 8-bit quantization is interesting, but PTB is a small and somewhat tired benchmark. I’m not entirely sure this says much about modern language models.

Another issue is novelty. The paper distinguishes itself from prior prediction-based quantization, but conceptually it still lives in the same neighborhood: estimate importance, allocate precision accordingly. I think the authors do enough experimentally to justify publication discussion, but I would not oversell the conceptual leap.

Overall, I think this is a solid paper, probably above the bar if the conference values practical efficiency work. But it needs a clearer statement of what is genuinely new, and much more honesty about the hardware assumptions. Right now the empirical results are promising, but the paper occasionally reads like it wants credit for deployment realism that it hasn’t really earned.",1,adversarial_gpt,SJgVU0EKwS,0.05,0.2,0.3,0.35,0.15,0.3,0.05,0.1
"I found the paper interesting and, honestly, more relevant than a lot of “safe RL” submissions that only solve the easy version of transfer. The core idea — robustifying the source policy so that safety survives shifts in the target dynamics — makes sense, and I appreciate that the paper is trying to address the actual failure mode that happens in deployment rather than assuming away changes in safety-related dynamics. In that sense, the motivation in the abstract and early setup is strong.

That said, after reading this twice, I’m still not fully convinced by the main guarantee. The theorem in Section 4 (I think around p. 5–6) leans very heavily on what the authors call a “mild assumption,” but I don’t think it is mild in practice. Maybe I’m being unfair, but any assumption that effectively requires the target environment shift to stay inside the uncertainty set used during robustification is doing a lot of work. If that is the case, then the guarantee is somewhat circular: safety transfers because the target is assumed to be captured by the robustness model. That’s not useless, but it should be stated more plainly.

I also found the exposition uneven. Equation (3) and the discussion around it were harder to parse than they needed to be, and Figure 1 gives the high-level story but not enough detail about what exactly is being robustified (transition kernel? constraint dynamics? both?). Later, Table 1 suggests consistent gains in safety violation rate, which is good, but I wanted more stress tests. The empirical section feels a bit narrow. If the claim is “robust transfer,” then two or three benchmark shifts are not really enough, at least in my experience reviewing RL robustness papers. I would have liked to see stronger out-of-distribution changes, and ideally some ablation on how conservative the robustification becomes. Does reward collapse? The paper hints no, but the evidence is thin.

There is still value here. I think the problem formulation is timely, and the paper is more serious than many safe transfer papers I’ve read recently. But the novelty is a little incremental relative to robust CMDP / domain-randomization-style ideas, just packaged for transfer. The authors need to do a better job on positioning and on clarifying what is genuinely new.

Overall I’m somewhere in the middle. Promising idea, decent theory, but the assumptions and experiments currently undersell the paper and also make me skeptical. I might be wrong, but I don’t yet see this as a top-tier acceptance without revision.",1,adversarial_gpt,rvXdGL4pCJ,0.05,0.2,0.35,0.3,0.15,0.4,0.05,0.1
"I read this paper with interest because KV-cache pruning/eviction has become a bit crowded lately, and a lot of papers really do boil down to “keep the tokens with large attention.” This submission is trying to put that on a more principled footing via output perturbation, and I do think that angle is potentially worthwhile. The core observation around Eq. (5)–(8) (if I’m reading the derivation correctly) — that the effect of dropping cache entries depends not just on attention weights but also on the value vectors and downstream projection parameters — is not shocking, but it is useful to state formally. In that sense the paper is better motivated than many systems-ish KV cache papers I’ve seen.

That said, I’m not entirely convinced the technical novelty matches the way the paper is pitched. The “first formal investigation” claim in the abstract feels overstated. There has already been a fair amount of work analyzing cache importance beyond raw attention, even if under different language. I might be wrong here, but the paper should calibrate this claim more carefully. Also, after reading Section 3 twice, I still found the optimization target somewhat slippery. The worst-case perturbation criterion sounds nice, but the actual selection rule introduced around Algorithm 1 and the approximation used to make it tractable felt like a fairly heuristic scoring function in the end. That is not fatal, but then the paper should be more candid about where the theory stops and the engineering begins.

The experiments are solid in breadth: 16 LongBench datasets is a reasonable spread, and Table 2 / Table 3 do suggest consistent gains when plugged into existing eviction schemes. The “up to 34%” additional savings is eye-catching, though as usual the average-case story matters more than the best case. I wish Figure 4 had clearer error bars or variance reporting; some of the margins look small enough that I’m not sure how stable they are across prompts/seeds. Also, I found the setup details a little thin on the actual runtime overhead. If your scoring depends on value states and parameter matrices, what is the practical latency cost at decode time? Page 6 hints that it is lightweight, but I wanted harder numbers.

One more issue: the paper keeps saying “maintaining the same generation quality,” but the results look more like “similar on average.” That wording should be toned down.

Overall, I think this is a good paper, probably above the acceptance bar, but not a clear standout. The main idea is sensible and empirically useful, but the theoretical framing is a bit stronger than what is actually delivered, and some practical details need tightening.",1,adversarial_gpt,lRTDMGYCpy,0.05,0.15,0.3,0.35,0.15,0.3,0.05,0.1
"I had mixed reactions to this paper. The core idea — directly optimizing a sparse linear code through a differentiable factor-graph/BP surrogate — is interesting, and honestly it is the kind of thing people have been circling around for a while without quite formulating cleanly. So I do think there is novelty here, especially in the “complete graph tensor representation” described around Sec. 3 and Alg. 1. That said, after reading this twice, I’m still not convinced the paper is as solid as the abstract claims.

My biggest issue is that the empirical story feels overstated. The abstract says “outperform… by orders of magnitude,” but when I looked at Fig. 4 and Table 2, the gains seemed highly dependent on block length and channel setting, and I could not tell whether the baselines were truly competitive. In particular, comparing against “popular codes” is not enough if those codes were not designed for the same short-length regime and same decoding budget. I might be wrong, but I think the paper really needs BCH / polar / modern short-blocklength LDPC baselines under matched BP or near-matched complexity. Right now the comparison feels a bit too convenient.

I also found the optimization details under-specified. Around Eq. (7)–(10), the paper moves from a continuous relaxation to a finite-field code construction, but the projection/rounding step is exactly where these methods often break, and here it is described too quickly. The line search in Sec. 4 sounded promising, but I could not reconstruct what objective is actually guaranteed to improve, if any. Is this optimizing BER proxy? syndrome consistency? a differentiable approximation to BLER? This matters. The text around page 6, lines 12–25, was especially confusing to me.

There is also a conceptual tension the paper does not fully confront: optimizing the factor graph “for BP” can absolutely produce structures that are decoder-specific and fragile. In my experience with learned decoders and code design papers, this often leads to gains that disappear under iteration mismatch, quantization, or slight channel shift. The robustness experiment in Fig. 5 is a start, but it is too limited. I wanted to see sensitivity to number of BP iterations, LLR clipping, and maybe a different channel from training.

I don’t want to sound overly negative. The paper is ambitious, and parts of it are genuinely exciting. But the current version feels more like a promising workshop paper than a top-conference one. If the claims were toned down and the experimental section were much more rigorous, I’d be more enthusiastic. As it stands, I lean weak reject.",1,adversarial_gpt,XCP0MOMLPo,0.05,0.15,0.3,0.35,0.1,0.2,0.05,0.1
"I found the paper interesting and, honestly, more practically motivated than a lot of recent Video-LLM systems work. The core idea—persisting video KV caches and retrieving only relevant ones at question time—is sensible, and I can imagine this being useful in real deployments. In that sense, the paper is solving a real systems bottleneck rather than inventing yet another prompting trick. I appreciated the framing in the abstract and early method section that the goal is “training-free” integration with existing Video-LLMs. That part is appealing.

That said, after reading this twice, I’m still not fully convinced the technical novelty is very high. A lot of the method feels like a fairly direct combination of sliding-window attention, KV cache offloading, and retrieval over cached representations. Useful, yes. But conceptually new? I’m not entirely sure. The paper would benefit from being more upfront about what is borrowed versus what is actually new here. Right now it sometimes reads as if the combination itself is the contribution, which may be fine for a systems paper, but then the experimental evidence needs to be especially strong.

I also found some details under-specified. The retrieval mechanism is central, but the description (around the method section; I think this was near Eq. 3/4) felt too high-level. If the retriever can be “external” or based on Video-LLM parameters, then what exactly is used in each experiment? Are these frozen embeddings? Text-frame similarity? Hidden-state pooling? This matters a lot because the claimed efficiency/accuracy tradeoff depends on it. Figure 2 gives the pipeline at a high level, but it glosses over the actual indexing/granularity of the KV chunks. Page 5 (around the implementation discussion) also raised questions for me about RAM/disk transfer overheads: in practice, is the GPU reload latency hidden, or is it just shifted elsewhere?

The evaluation seems decent but not yet airtight. I wanted more ablations on retrieval recall versus QA accuracy, and especially failure cases. Table 2/3 (if I’m remembering the numbering correctly) show efficiency gains, but I would like to see end-to-end latency under realistic multi-query workloads, not just isolated components. Also, comparisons to stronger long-video baselines would help. In my experience, these systems papers can look great until you test them under messy access patterns.

Overall, I think this is promising and practically relevant, but the paper currently overclaims a bit on novelty and needs clearer methodological detail plus more convincing end-to-end evaluation. Borderline for me, leaning weak accept if the venue values practical systems contributions, otherwise weak reject.",1,adversarial_gpt,8g9fs6mdEG,0.1,0.2,0.3,0.35,0.15,0.25,0.05,0.1
"I went into this paper somewhat positively because SPD networks are a niche but important area, and honestly a lot of architecture design there is still hand-crafted and pretty ad hoc. So the basic motivation made sense to me. I also appreciate that the authors are not just applying off-the-shelf DARTS language to a new domain, but trying to define what an “SPD cell” should even mean. Figure 2 and the discussion around the search space (I think around pp. 3–4) were helpful, and Table 1 gives at least some sense that the searched models are competitive and lighter.

That said, after reading this twice, I’m still not fully convinced the paper is as solid as it wants to be. My main issue is that the technical novelty feels narrower than the framing suggests. The core recipe is still supernet + continuous relaxation + differentiable architecture parameters. The domain-specific part is the search space, which is not trivial, but the paper sometimes oversells this as a fundamentally new NAS problem. I think it is more accurate to say this is a specialized NAS instantiation on SPD manifold networks. That’s still publishable maybe, but the distinction matters.

I also found the exposition pretty hard to follow in places. The formulation around the relaxed search space and the SPD constraints (Eq. 6–8, if I tracked correctly) is not explained carefully enough. I might be wrong, but it was not obvious to me that every mixed operation during supernet training preserves the SPD property without hidden caveats. This is crucial, not a side detail. If there is a theorem, it should be stated more cleanly; if not, that is a problem. On p. 5, the transition from discrete cell design to continuous optimization felt too fast.

The empirical section is decent but not fully convincing. There are several datasets/tasks, which I liked, but I wanted stronger ablations. For example, how much gain comes from the search space itself versus the differentiable search procedure? Also, comparison to “state-of-the-art NAS algorithms” in Table 3 is a bit slippery unless those methods are adapted carefully to the SPD setting with matched budgets. Search cost, variance across runs, and sensitivity to initialization all matter a lot in NAS. I did not see enough of that. Figure 4 looked nice, but visualizing discovered cells is not the same as understanding why they work.

Overall, I think the paper has a good idea and some promising results, but right now it feels under-justified mathematically and somewhat under-ablated experimentally. Borderline for me, leaning weak reject. If the authors tighten the SPD-preservation argument and make the comparisons more airtight, I’d be much more enthusiastic.",1,adversarial_gpt,1toB0Fo9CZy,0.1,0.25,0.35,0.3,0.2,0.45,0.05,0.15
